,score,clean_review,label
17,1,e boardingnya tidak bisa di buka saran aja kalaupun e boarding seharusnya tetep bisa di cetak secara fisik kalau ada pengalaman seperti saya e boarding tidak bisa di buka setiap di klik e boarding selalu keluar aplikasi semoga ada perbaikan dari kai,0
18,1,memang di syarat dan ketentuan tertulis untuk kereta api lokal hanya dpt d lakukan pembayaran lewat e wallet saja akan tetapi hal tersbt tdk mudah untuk d akses semua orng terutama saya yg tdk memiliki akun e wallet kedepannya saya harap pembyran untk kereta lokal di tambah lagi minim pembyran di lakukan di minimarket atau transfer bank dan juga saat pemesanan jumlah penumpang di kereta lokal harap tdk single penumpang saja,0
19,1,hai kai menu pembelian tiket lokal sangat membantu tks dulu sering beli tiket lokal via ojek online skrg tak harus ke stasiun dan antri tapi plis tak apa satu akun satu tiket tp paling tidak tambahkan opsi agar bisa memilih tempat duduk shg bisa duduk berdampingan dgn keluarga teman keterangan ketersediaan kursi sering kali salah tulisannya tersedia tp setelah dipesan tanpa tempat duduk dan tidak bisa di batalkan tambahkan opsi pembatalan dan reschedule tiket thanks kai,0
20,1,aplikasinya bagus tp sayang sekali untuk booking kereta pramex tidak bisa akun untuk kluarga jika dr pihak kai ingin banyak masyarakat yg bisa mengakses aplikasi ini mohon untuk di evaluasi lg system pembayaran dan jumlah penumpang untuk kereta lokal,0
21,1,sebenarnya aplikasi ini sangan membantu dan mempermudah untuk pemesanan tiket tetapi kenapa tiba aplikasi saya error log out sendiri dan tibak bisa log in lagi aplikasi sudah saya uninstal saya download lagi tetap saja tidak bisa buat pesan bisanya cuma lihat jadwal dan kapasitas tempat duduk saja mohon diperbaiki lagi systemnya terimaksih,0
22,1,akun kai access saya tidak tersedia fitur reschedule dan pembatalan tiket sampai saya harus beli tiket pulang pergi udah ditunggu jam saya kira tombol reschedule pembatalannya akan muncul malah tidak ada sama sekali mohon perbaikannya terimakasih,0
23,1,sangat bermanfaat terutama u pemesanan lokal namun harus sering dipantau dan diperbaiki agar tidak mudah eror di bagian payment dan server down dan sayangnya juga gabisa ganti nomor smoga bisa menjadi lebih baik lagi yaa trimakasih,0
24,1,untuk pesen tiket jarak jauh sangat membantu dan bagus sekali sementara untuk lokal train buat saya ga bermanfaat sama sekali karena pembayaran hanya bisa via linkaja dan e wallet dan tidak bisa via atm atau payment indomrt alfmrt,0
25,1,cukup membantu ksh bintang dlu kekurangannya mash belum bisa bayar via m banking dan e banking mash harus ke direct atm ada menu point payment slh satunya bca klikpay tp gk bsa digunakan krn gk ada menu buat bayarnya panduannya hanya menu bayar direct atm kedepannya coba lbh dikembangkan lg biar bisa byr via m banking e banking biar lebih mudah dan efisien seiring perkembangan era digital maturnuwun,0
26,1,saya sering beli tiket lokal dari lempuyangan ke solo balapan tolong untuk memudahkan para pembeli tiket lokal dengan metode pembayaran selain aplikasi link aja coba diberi alternatif lain semacam transfer atau virtual akun ataupun bayar di minimarket karna akan lebih mudah untuk membayarnya,0
27,1,overall udah lumayan baik cuman default bahasanya menggunakan bahasa inggris sedangkan ketika saya cek di setting language sudah indonesia tolong diperbaiki lagi aplikasinya dan adakan pula fitur pesan tiket roundtrip atau pulang pergi jadi mempersingkat waktu booking semoga semakin baik dan bermanfaat aplikasinya tapi keuntungan pesan tiket di kai ini tidak dikenakan convenience fee layaknya aplikasi lain harga juga sudah termasuk asuransi seperti yg saya baca di websitenya,0
28,1,jujur saya kecewa pasca update aplikasi sekarang aplikasi jadi kurang responsif dan tidak bisa melakukan pembayaran pasca memilih tanggal dan tujuan selalu ada tulisan connection time out saat saya klik untuk lanjutkan ke pembayaran,0
29,1,aplikasi yang sangat berguna untuk pelanggan kereta api akan tetapi masih ada yang harus diperbaiki ketika di upgrade ke versi baru saya jadi tidak bisa pesan tiket kereta melalui aplikasi ini jadi harus login terus padahal username dan password nya sudah betul malahan keluar tulisan please try again letter mau di reset password malah ngeloading terus mohon segera diperbaharui aplikasinya,0
30,1,sebenarnya sudah bagus mudah tp tidak ada pemilihan untuk bangku kalo sama anak masak pisah gerbong untuk pembatalan tiket juga tidak saya temukan di e tiket yg mau di batalkan tulisan batalkan yang ada hanya tulisan tutup kemudian saat saya masukkan nomor pemesanan tidak cukup penulisan padahal nomer pemesanan ada saat menulis sudah tidak bisa mengetik,0
31,1,sudah hmpir minggu saat sedang ingin mencari booking tiket muncul tulisan server sedang sibuk silahkan coba lagi atau restart aplikasi sudah beberapa kali di uninstall dan install kembali ttep seperti itu bagaimana solusinya terima kasih,0
32,1,mohon maaf saya pengguna kai merasa kecewa karena aplikasi kai acces di smartphone saya tidak bisa di pakai padahal bulan yg lalu masih bisa dipakai tiba saat mau pesen tiket muncul tulisan coba lagi dan jaringan sibuk trs padahal status sinyal bagus n kuota internet juga masih gmn nih sarannya biar saya bisa pakai lagi aplikasi kai acces seperti dulu terimakasih,0
33,1,saya kok gak bisa logout ya intinya tidak bisa masukkan kode booking di aplikasi kai access my trip kata teman suruh logout dulu tp gak bisa kemudian sdh kali saya uninstall tapi tetap masuk ke account saya dan tetap tidak bisa logout dan kode booking tetap tdk bs dimasukkan ke my trip ada solusi,0
34,1,habis di update ko ga bisa dibuka ya aplikasi nya udah coba uninstall install lagi berkali restart hp dan clear aplikasi masih ga bisa juga padahal aplikasinya bagus dan saya sering pakai,0
35,1,pembelian kereta lokal tidak ada pilihan pembayaran selain link aja ini menyulitkan harus punya aplikasinya dulu dan juga tidak bisa memilih tempat duduk dapat tempat duduk mencar selain itu pemilik akun harus ikut serta dalam penumpang jadi hanya bisa pesan tiket termasuk pemilik akun kalau ingin lebih dari penumpang harus pakai akun lain contoh lain kalau hanya ingin membelikan tiket untuk orang tua kita pemilik akun juga harus ikut beli tiket juga semoga dapat diperbaiki,0
36,1,untuk ka lokal sudah bagus tetapi yg menjadi masalah klo beli untuk satu keluarga tiketnya terpisah lebih baik klo di ka lokal juga bisa memilih tempat duduk seperti ka jarak jauh supaya yg bepergian dg keluarga bisa lebih nyaman dan tempat duduknya tidak terpisah,0
37,1,kai access sangat mempermudah untuk pemesanan jadi kita tidak perlu jauh datang ke stasiun langsung bisa pesan melalui aplikasi tapi sayangnya tidak semua orang itu memiliki aplikasinya dan beberapa orang masih ada yang gaptek sebaiknya kembali seperti dulu saja karena penumoang tinggal memilih bisa pemesanan online ataupun langsung datang ke stasiun,0
38,1,aplikasinya sangat membantu tetapi pada proses verifikasi usernya terkadang error dan gagal jadi mengharuskan pelanggan menghubungi cs kai kemudian pada penggunaan aplikasi ny agak sedikit lambat dan sering error dan juga pada tampilan aplikasinya masih kurang menarik mungkin aplikasi ini bisa lebih dibenahi lagi kedepannya agar banyak pengguna yang nyaman saat menggunakan aplikasi ini terima kasih kai,0
39,1,app nya sih bagus tp tolong untuk pemesanan tiket diperbaiki lagi server selalu penuh jadi lama sekali kalau mau pesan mohon ditingkatkan lagi server untuk akses pemesanan agar lebih lancar,0
40,1,bagus sih sangat membantu cuma penggunaannya sekarang terkesan berlebihan kereta lokal harus lewat kai access kecuali keberangkatan go show masalahnya sinyal di tempat saya susah dan banyak yang gak punya handphone jadi cukup memberatkan,0
41,1,tolong untuk tim develop saya sudah x saat mau check in tapi kai acces saya eror dengan tulisan maaf anda sedang offline padahal data saya nyala tolong diperbaiki karena ini sangat merepotkan untuk penumpang yang saat mau checkin dan harus mondar mandir mintak tiket pengganti,0
42,1,eror mulu mohon diperbaiki kerja aplikasinya padahal online kok waktu pesan tiket dikata offline mulu mana kalo buru kadang barcodenya gk bisa muncul mohon diperbaiki sistemnya reschedule buat kereta api lokal juga please,0
43,1,aplikasi ini sangat membantu dan praktis untuk kalangan muda hanya saja agak susah untuk yg lansia karena rerata lansia juga tidak mempunyai handphone jadi agak menyusahkan saja untuk lansia mohon untuk pengguna kereta api lansia dipermudah lagi seperti dulu agar para lansia tidak terlalu susah untuk bepergian sendiri terimakasih,0
44,1,pt kai yang terhormat mengingat pemesanan ka lokal tidak dilayani di loket stasiun sebagai customer saya menggunakan kai access saya pengguna setia kereta api dan sudah lama dengan kai access tapi mengapa terhitung hari ini rabu september kai access saya tidak bisa memperlihatkan jadwal ka lokal saya mencoba menguninstall aplikasi dan reinstall kembali namun masalah semakin buruk saya tidak bisa login ke dalam aplikasi bagaimana pt kai memperbaiki hal ini saya butuh tanggapan,0
45,1,kenapa akhir ini seringkali minta untuk di update terus padahal setelah di update pun tidak ada perubahan yang signifikan jadi menurut saya jika memamng tidak ada perubahan yang berarti tidak usahlah meminta untuk dilakukan pembaruan terus menerus hanya menuh menuhin memori saja,0
46,1,sebenarnya sangat membantu sayangnya yang pesan harus sebagai penumpang juga lebih baik sistemnya di perbaiki biyar yang pesan tdk harus iku sebagai penumpang atau di buatkan fitur akun reseller saja agar lebih memudahkan pemesanan yang bukan atas nama pribadi,0
47,2,setelah update terbaru aplikasinya jadi eror tidak bisa di pakai karna anda sedang offline padahal internet ada wifi data mohon diperbaiki segera sangat disayangkan jika diperbaikinya terlalu lama,1
48,2,ini aplikasi kai access kapan ya stabil lagi sering down entah jadwal tidak muncul atau akhirnya tidak bisa pesan yakin aplikasi ini akan memudahkan krn ga perlu jauh ke stasiun untuk antri dsb tp kalau sering lag ya bikin bingung juga,1
49,1,sebenarnya aplikasi nya udah bagus tapi sayang kenapa kalau setiap pemesanan kereta api local selalu ga bisa dan muncul tulisan anda sedang offline padahal internetnya udah nyala mohon informasinya,0
50,1,terjadi ada froce close pada saat masuk ke menu pembayaran link aja saat kode otp masuk disitu terjadi bugs froce close sudah coba uninstall lalu install ulang masih sama,0
51,1,versi terbaru sejak bulan sept ini ada yang selalu error setelah sampe tahap pesan tidak bisa melanjutkan ke pembayaran proses loading hnya muter akhirnya tidak bisa dilanjutkan mungkin ini juga banyak di alami oleh pengguna lain mohon segera ada perbaikan terima kasih,0
52,1,saya kasih bintang karna aplikasi ini membantu tp juga menyulitkan bagi saya jika ingin menggunakan sistem yang lebih baru tolong jangan samapi menyulitkan buat sesederhana mungkin bagaimana saya ingin memesankan tiket untuk ibu saya yang ada di luar kota sedangkan e tiket harus dibawa bersama dengan penumpangnya,0
53,1,untuk nomor hp yg sudah terdaftar diakun kai access kenapa tidak bisa diedit yaa saran alangkah lebih baiknya bisa diedit agar memudahkan pengguna misalnya ada perubahan nomor hp karena harus menyesuaikan dengan no hp di aplikasi link aja terimakasih,0
54,1,mohon maaf tolong lebih mengerti pada penumpang yg mungkin tidak bisa menggunakan hp seperti ortu saya kalau mau pesan susah dan sekarang tidak bisa pesan tiket utk kereta api local harus ots dan sering kehabisan dan utk pembayaran jangan hanya linkaja karena tidak semua hp bisa menginstalnya seperti hp saya yg tidak suport saya selaku pengguna kai local setiap minggu pulang kampung kesusahan dengan pemberlakuan yg sekarang mohon segera beri solusinya terimakasih,0
55,1,ini gimana nih mau ngapa in gabisa keluar notifnya anda sedang offline pdhl jelas jaringan stabil buat streaming jg kuat hd pdhl lg penting nya tlg segera direspon dong device redmi note lokasi wonosobo tlg utk segera di respon,0
56,1,tolong dong buat pihak pt kai saya sudah lama pakai aplikasi ini tapi x perjalanan saya saat ini kalo mau check in itu loadingnya lama banget muncul barcodenya kadang suka servernya sibuk dll jadi ribet install apk ini karena mudah buat check in gausah print tiket lagi tapi semenjak kaya gini jadi kesusahan karna hal tsb makasih,0
57,1,untuk pembelian tiket kereta lokal makin susah pembelian via web kai access sdh bisa pembayaran harus via aplikasi link aja ketika mau melakukan pembayaran agak susah terus ditambah lagi scan barcodenya tidak bs dibuka tolong diperbaiki agar memudahkan pemesanan,0
58,1,awalnya fine ajaa sama apk ini tapi kok tiap mau pesan tiket dibilang offline pdahal data hidup dan kuota ada jdi terpaksa uninstal trus dwnload lgi kalo kek gini mah boros kuota jadinya mohon diperbaiki lagi aplikasinyaa,0
59,1,saat pembayaran kereta local saya selalu gagal setelah masuk ke pembayaran di klik link aja dan setelah itu pembayaran failed biasanya ada memasukan pin sekarang nggak ada dan pembayaran gagal mohon diperbaiki segera,0
60,1,permisi sebelumya saya mau pesan tiket semua isian sudah saya lakukan dari asal tujuan stasiun penumpang dsb tetapi saat saya akan memesan cari tiket muncul anda sedang offline padahal saya full jaringan dan aplikasi lainnya tetap jalan seperti biasa mohon ditangani,0
61,1,sebaiknya sediakan pembayaran uang elektronik lainnya tidak hanya linkaja bahkan saat pesan kereta lokal metode pembayaran hanya linkaja minimal tambahkan go pay jadi jika sewaktu linkaja mengalami gangguan customer bisa menggunakan go pay terlebih go pay juga milik anak negeri,0
62,1,awalny saya sangat suka dengan aplikasi ini mempermudah qt yg sering perjalanan menggunakan kereta tp akhir ini aplikasi sering logout sendiri dan ketika mau dilogin padahal password sdh benar tetap saja incorect pdhl itu benar dan ketika dilakukan riset password sdh berhasil tetapi tetap gak bs login tolong diperbaharui min knp jd seperti ini sekrng,0
63,1,dear kai saya sangat senang dengan bumn bersinergi salah satunya dengan terintegrasinya pemnayaran bisa menggunakan linkaja namun sayangnya aplikasi selalu tiba terhenti jika mau menyelesaikan pembayaran dan setelah kode verifikasi linkaja masuk app kai terhenti dan dicoba ulang tetap tidak bisa mohon perbaikannya bumn berkualitas jaya indonesia,0
64,1,usul min mungkin untuk next update untuk ka lokal agar bisa membelikan tiket untuk orang lain tidak hanya data yang terdaftar saja kalo ada yang ktinggalan dan itu ga sesuai data yang di aplikasi jadi susah thanks,0
65,1,menurutku sih bagus pemesan tiket lewat aplikasi tapi kok pembayaran nya cuma pakai link aja setidak nya ada opsi lain buat pembayaran tolong di tingkat kan lagi pakai aplikasi pembyaran yg lain,0
66,1,tolong tidak usah kerjasama dengan pihak linkaja kerjasama saja dengan yg lain linkaja pelayanan sungguh nggak profesional bisa nya saldo lenyap dan blokir akun dan kai akses tolong diperbaiki sistemnya gimana bisa pas check my trips tidak muncul tiketnya,0
67,1,aplikasi nya susah untuk login saya sendiri sangat kecewa menggunakanaplikasi kai access sampai penasaran gonta ganti email tetep aja tidak bisa no hp yang tidak diganti masih aja tidak bisa login dan penasaran lagi sudah ganti email baru no hp baru juga tidak bisa login sedangkan saya sering menggunakan transportasi kereta api hampir tiap hari tapi tidak bisa mempermudah pesen secara lewat online mohon pihak kai access bijaksananya jangan dipersulit untuk login pengguna aplikasi ini,0
68,1,kok ga bisa login email verification nya juga gaada mana suruh ngecek emali emailnya aja ga di kirim gimana verifikasinya alhasil ga bisa login lain kali di perbaiki lagi dong sistem nya biar yang pake buru bisa langsung di pake mana ka local sekarang ga bisa pesen lewat loket gimana sih bukannya ngebantu malah nyusahin harus pake aplikasi segala kalo suruh lewat aplikasi ya di benerin dulu sistemnya saya jauh ke stasiun bayar parkir nunggu antrian cuma dapet suruh pesen lewat apk,0
69,1,maap sebelumnya susah buat log in terus gimana ya nyampe ganti password karena lupa sudah diganti di email juga sudah berhasil reset password tpi pas dicoba log in lagi suruh buka email lgi gitu terus tolong dipermudah lagi,0
70,1,sejujurnya kebantu bgt sih dg adanya aplikasi ini tapi sering bgt pas dipakai tidak proses krn offline padahal tdk ada gangguan apapun sama provider dan itu terjadi berkali kali itu ganggu dan bikin gk nyaman bgt,0
71,1,kenapa saya pesan tiket dari stasiun baturaja ke stasiun kertapati gak nampil saya mau pesan dri skrg hari minggu buat berangkat hari selasa subuh gak ada tampilan pilihan seperti yg di iklan atas,0
72,1,abis diperbaharui kok ga bisa pesan tiket dan selalu muncul tulisan offline padahal paket data juga ga bermasalah disambung ke wifi juga tetep tulisanya offline tolong segera diperbaiki,0
73,1,saya review ulang ya sekarang udah jarang error dibanding awal launching alias sudah bisa dipakai semoga opsi untuk pembayarannya dapat lebih banyak pilihan lagi dan nama stasiunnya tolong dibenarin contoh rangkasbitung jkt lebih tepatnya rangkasbitung kab lebak banten,0
74,1,syuukkaa alhamdulillah dgn adanya aplikasi ini ga perlu lagi antri berjam di stasiun untuk pembayaran pake linkaja kok ga ada menu untuk ganti nomor linkaja yaa kok otomatis terus linkaja saya keblokir bikin lagi tp pembayaran kai ga bisa diganti pake nomor yg baru,0
75,1,aplikasinya bagus jadi tau jadwal dan sisa kereta yang masih ada tapi sayang ga bisa milih kursi tiap mau pilih kursi pasti keluar tulisan server sedang sibuk atau silahkan restart ulamg aplikasi udah restart aplikasi tetep aja saat pemesanan tiket ga bisa milih kursi,0
76,1,bintang dulu untuk aplikasi ini krn ada bbrp hal yg perlu diperbaiki perbaiki kemudahan akses dalam penggunaan kai access sdh log in jaringan lancar tp saat pesan tiket muncul notifikasi anda sedang offline silahkan log in kembali permudah untuk memesankan tiket untuk yg tdk paham hp ibu lansia lewat aplikasi krn di kai access penumpang tdk bisa diganti ada aplikasi kan tujuannya biar g repot ke stasiun indomart dll tambahkan cara pembayaran seperti ovo dana dll,0
77,1,tampilan udah bagus sedikit masukan aja fitur berita malah ganggu teman desain ui nya trs gak guna juga menurut saya krn pendapat saya berita yg di muat gak ada urusan sama calon penumpang,0
78,1,dulu soalnya setiap diperbarui pasti susah login ulang eror mulu bukanya membaik tolong perbaikan dong dan selalu tiap diperbarui selalu ke logout otomatis repot loginnya mending kalo loginnya gampang susah bgt yg katanya email tidak bisa sandi salah akun tidak ditemukan pdhl udah bener semua pas buat daftar baru disuruh email yg lain,0
79,1,lebih mudah pesan tiket menggunakan kai access ini tp sayang aplikasi sering error mulai dari tiket yg dipesan tiba tidak muncul padahal pembayaran success sampai beberapa kali mau beli tiket ada notif anda sedang offline padahal saat itu nyambung wifi full udah coba ganti ke data seluler ternyata tetap akhirnya ku hapus cache tetep gk bisa dan langsung ku uninstall lalu install lagi begitu terus mohon diperbaiki,0
80,1,saya sangat kecewa dg app yg terbaru setelah sy update justru proses pembelian tiket menjadi sulit karna server yg eror dsb setelah sampai dikolom pembayaran keterangannya pembayaran gagal padahal saldo link aja sudah terpotong dan itu terulang sampai x mohon tindaklanjut,0
81,1,saran buat loket kereta api pemesanan juga tidak muncul di tiket pada versi kai baru dan khusus lansia sama yang kurang mampu tidak punya hp mohon diperbolehkan untuk pesan langsung di loket terimakasih karena kalau pesan jam sebelum keberangkatan selalu kehabisan pengalaman ada bapak gak punya hp terlihat kurang mampu dan anak tidak ada kebingungan untuk membeli tiket,0
82,1,sudah bagus sih kalau bisa paymentnya jangan cuma bisa lewat linkaja bisa lewat lain contohnya kaya bayar di indomaret alfamart itu lebih mudah kalo menurut saya,0
83,2,pelayanan nya bagus sangat membantu hemat kertas tiketnya tp selama beberapa hari ini saya kesulitan krna tiba kai acces nya berubah lbh sering lemot dn server penuh cara kembalikan k versi yg sebelumnya gmna ya soalnya saya tiba versi dan ada pengembangan versi maksudnya gmna,1
84,1,kemarin aplikasi ini terupdate sehingga harus masuk ulang saat masuk ulang dengan id dan password lama tidak bisa masuk dan seterusnya kemudian saya buat ulang berhasil naah pada saat memilih pembayaran menggunakan link aja tidak bisa dan seterusnya aduuh kok jadi ribet yach,0
85,1,aplikasinya membantu tapi sering error juga sering ada tulisan anda sedang offline kalau mau booking padahal saat itu sinyal bagus di hp tolong ditingkatkan lagi performanya,0
86,1,sebelum di update tiket yg sudah dipesam tidak bisa dibuka setelah update harus log in ulanh dan email yg sudah terdaftar tidak ditemukan setelah berhasil masuk dengan beberapa percobaan malah tiket yg sudah dipesan hilang padahal harus buru,0
87,1,tadinya udah pesen terus di upgrade eh riwayat tiketnya ga nongol yg baru mau pesen lagi karna mikir mungkin bisa pesen ulang eh ternyata ga bisa ga bisa diwaktu yg sama aneh yah masa riwayat pemesannya ilang karna diup harusnya tetep ada dong hadeh,0
88,1,masih ada kekurangan nih belum bisa pilih tempat duduk sendiri dari aplikasi tidak ada rincian tiap jadwalnya dapat pelayanan apa cleaning servis layanan makan dll untuk lokal sepertinya belum bisa di reschedul,0
89,1,pengalaman pertama reservasi on line begitu kurang menyenangkan lihat di list pemesanan tiket sudah tersedia begitu melakukan pemesanan aplikasi kai selalu mengulang kembali ke log in terus sampai tak terhitung berapa kali saya mencoba akhirnya saya coba aplikasi yg lain sekali pesan langsung jadi berarti staff kai super sibuk kah aneh nyoba lagi pesan tiket setelah up date aplikasi eh aktivasi nya jadi ga aktif coba mengirim email aktivasi nya g di verifikasi,0
90,1,kok nggak ada fitur memory yaa biar kalo pesan buat org lain gak usah masukin nik bolak balik tinggal klik nama yg sudah ada di memory lgsg masuk daftar penumpang aplikasi sebelah sudah dari dulu ada fitur ini sangat membantu buat yg sering mesenin tiket byk org,0
91,1,alhamdullilah saya terbantu dengan adanya ini apalagi saya setiap hari menggunakan kereta api tapi kenapa setelah di update susah banget digunakannya terus harus log in lagi harusnya akunnya tetep tersimpan dong meskipun di update mau pesan tiket juga susah banget nama stasiunnya gk muncul jujur lebih bagus sebelum di update,0
92,1,setelah di update kok gak bisa dibuka padahal didlm nya ada kode book pesanan tiket kereta kalo jarak jauh sih di email ada tapi yg kereta lokal kan harus e boarding aplikasi gak bisa kebuka,0
93,1,setelah update justru pemesanan tiket yg telah dilakukan di aplikasi lama hilang semua tidak muncul namun ketika akan pesan lagi ditanggal dan jam yg sama tidak bisa tulisannya tdk dapat melakukan pemesanan di jam yg sama,0
94,1,versi ui ux nya lemot bgt saat pilih kereta mending balikin ke versi sebelumnya lebih smooth dan lancar emang ga di test dulu ya aplikasinya sebelum launching,0
95,1,saya pelanggan setia kereta api karena jarak dari rumah ke tempat kerja kurang lebih km saya pake hp oppo a setelah upgrade versi terbaru malah tidak bisa log in sama sekali hanya muncul layar putih padahal sebelumnya lancar saja bagaimana nasib saya ini kalau goshow sudah dipastikan saya tidak kebagian kursi karena tiap perjalanan pasti penuh sesak dan saya sambil gendong bayi,0
96,1,setelah di upgrade kenapa malah gak bisa buat cari nm stasiun kota cm bisa psen dri bandung ke gambir gimana sih bukan lebih baik tapi malah lebih buruk makasih respon cepatnya dan sudah diperbaikin jadi bisa pesen tiket lagi,0
97,1,sering di update kinerja app kai access bukannya lebih baik malah makin buruk sistemnya mulai dari tidak bisa login serta tidak bisa memilih tanggal keberangkatan padahal sudah h tolong ditingkat kan lagi sistem pembayaran dan waktu pemesanannya,0
98,1,kalau ganti nomor hp untuk link aja jadi ga bisa bayar karena nomor link aja yg kesave adl nomor lama dan ga bisa dirubah masukan untuk fitur kedepannya bisa ditambah kereta bandara kemudian untuk tab tiket baik yg aktif maupun yg menunggu pembayaran ditampilkan semua jadi satu halamam tapi ada filternya tidak seperti sekarang yang berbeda halaman,0
99,1,sekedar saran saja alangkah lebih baik kalau di berikn deskripsi mengenai kedatangan kereta dan keberangkat kereta pada setiap stasiun karena masih ada beberapa penumpang yang masih tertinggal kereta terutama orang yang lebih tua terima kasih,0
100,1,parah banget padahal sinyal manteng tapi selalu time out terus giliran pake aplikasi sebelah lancar aja tuh trus mau melakukan pembayaran ke alfamart setidaknya kalo gabisa ada konfirmasi lebih lanjut lah ini ngga hadeuh kecewa saya,0
